SMILES,ID,target_class,MW,XLogP
CN1CCC=C(C1)c2c[nH]c3c2cc(cc3)C#N,101496,gpcr,237.3,3.04
CN(C)c1nc2ccsc2c(n1)c3cc4ccccc4s3,261754,gpcr,311.42,5.32
Cc1c(n2cccc(c2n1)OCc3c(ccc(c3Cl)N(C)C(=O)CNC(=O)Nc4ccccc4)Cl)Br,1197062,gpcr,591.28,6.44
CCCCCc1nc(no1)c2ccc(cc2)S(=O)(=O)Nc3ccc(cc3)CCNC[C@@H](c4cccnc4)O,33725,gpcr,535.66,4.47
c1ccc2c(c1)c-3cnn(c(c3n2)O)CC(=O)Nc4ccc(cc4)CN5CCCCC5,1721244,gpcr,415.49,3.98
COc1cccc(c1)NC(=O)/C=C\c2ccc(cc2)Cl,1592160,gpcr,287.74,4.07
c1ccc(cc1)CNc2nc(c3c(n2)n(cn3)C4[C@@H]([C@@H]([C@H](O4)CO)O)O)NCc5cccc6c5cccc6,606494,gpcr,512.56,3.41
C[C@@H]1CCC[C@H](N1C(=O)Cc2ccc(c(c2)Cl)Cl)CN3CCCC3,147651,gpcr,369.33,5.12
CCOC(=O)C1=C(N=C(/C(=C(/O)\OCC)/C1/C=C/c2ccccc2)C)c3ccsc3,341839,gpcr,423.52,5.51
CCCOC(=O)CSc1ccc(cn1)C(=O)Nc2ccc(cc2)F,36934,gpcr,348.39,3.34
CN1CCC[C@@]12CCCC[C@@H]2NC(=O)c3cccc(c3)Br,1193302,gpcr,351.28,4.03
c1ccc(cc1)CC(/C(=N\OCCCCC(=O)O)/c2ccccc2)n3ccnc3,122123,gpcr,391.46,5.02
CN(C[C@@H](CCN1CCC(CC1)CCCc2ccccc2)c3cccc(c3)Cl)S(=O)(=O)c4ccccc4,310780,gpcr,539.17,7.35
c1ccc2c(c1)C(=O)N(C2=O)CO/N=C/c3cc[n+](cc3)CCCC[n+]4ccc(cc4)/C=N/OCN5C(=O)c6ccccc6C5=O,1181450,gpcr,618.64,6.98
COc1cccc2c1N3CCN(C[C@H]3CC2)CCCCNC(=O)c4ccc5ccccc5c4,192650,gpcr,443.58,4.85
c1ccc(cc1)C2=NC(C(=O)Nc3c2cccc3)NC(=O)Cc4c[nH]c5c4cccc5,422411,gpcr,408.45,4.18
CC(C)Oc1cccnc1N(C)C2CCN(CC2)Cc3ccccc3,1179189,gpcr,339.47,4.1
CC(=O)NCC1CCCCc2c1c3cc(ccc3n2C)OC,139873,gpcr,300.4,4.05
COc1ccc(cc1)c2nc(c(s2)CC(=O)O)c3ccc(cc3)Br,591119,gpcr,404.28,5.25
c1ccc(cc1)C(=O)c2cc(ccc2NC(=N)NC(=N)N)Cl,364410,gpcr,315.76,2.9
CC(=O)N[C@@H](Cc1cccnc1)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc3c[nH]c4c3cccc4)C(=O)N,317969,gpcr,696.8,0.74
c1ccc2cc(ccc2c1)/C=C\3/C[C@]4(C5Cc6ccc(c7c6C4(CCN5CC8CC8)C(C3=O)O7)O)O,612088,gpcr,479.57,5.19
CN(CCc1ccccc1)C(=O)Cc2ccc(cc2)OCCCOc3ccc(cc3)CC(=O)O,242365,gpcr,461.55,5.03
CCCN(Cc1ccc(cc1)c2ccccc2c3n[nH]nn3)c4c5c(cccc5ncn4)C(=O)O,52053,gpcr,465.51,5.53
CC(C)C[C@H](c1cccc(c1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(cc3Cl)Cl)NC(=O)CCN)C(F)(F)F)N,391219,gpcr,602.52,4.96
Cc1ccc(cc1)c2ccc3c(c2)C=C(CCO3)C(=O)Nc4ccc(cc4)C[N+](C)(C)C5CCSCC5.[I-],61208,gpcr,640.62,7.92
Cc1ccc(cc1)C[C@H](C(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)C(Cc2ccccc2)NC(=O)[C@H](Cc3c[nH]c4c3cccc4)NC(=O)C,406331,gpcr,668.74,0.34
c1cc(cc(c1)I)c2[nH]cc(n2)CCN,287367,gpcr,313.14,2.99
CCO/C(=C/1\CN2CCCC(C2)C1=O)/O,306462,gpcr,211.26,0.67
Cc1c(c(on1)NS(=O)(=O)c2ccsc2C(=O)Oc3ccc4c(c3)OCO4)Br,292802,gpcr,487.3,3.1
CCCn1c(=O)c2c(nc([nH]2)c3cnn(c3)Cc4ccccc4)n(c1=O)C,258686,gpcr,364.4,1.29
c1ccc(cc1)C(=O)Oc2ccc3c(c2)[nH]c4c3C[C@]5([C@H]6Cc7ccc(c8c7[C@]5([C@@H]4O8)CCN6CC9CC9)O)O,610616,gpcr,534.6,5.67
B(c1ccccc1SC)(O)O,352894,gpcr,168.02,2.36
Cc1c(c2cccc(c2n1CCN3CCOCC3)OC)C(=O)NC4CCCC4(C)C,78696,gpcr,413.55,3.85
CC(=C)CN1CCC23[C@@H]4c5c(c6ccccc6o5)C[C@]2(C1CC7C3C(=C(C=C7)OC)O4)O,193896,gpcr,431.52,4.09
CC(Cc1ccc2c(c1)OCO2)N,6731,gpcr,179.22,1.46
CC1CCN(c2c1cccc2CCN3CCN(CC3)c4c5ccccc5sn4)C(=O)Cc6cccc(c6)OC,199161,gpcr,540.72,6.4
CN(C)CC1CCCc2c1ccc(c2)S(=O)(=O)c3ccccc3,1085462,gpcr,329.46,3.76
CN1C2CCC1[C@H](C(C2)c3ccc(cc3)Cl)COC(c4ccccc4)c5ccc(cc5)Cl,1193333,gpcr,466.44,7.84
c1cc(c(nc1)C(=O)O)C(=O)O,286204,gpcr,167.12,-1.03
c1ccc(cc1)C(CO)C(=O)OC2CC3C4C(O4)C(C2)N3C(=N)N,1194941,gpcr,331.37,0.38
c1cc(ccc1CCN2CCC(C2)NC(=O)C34CC5CC(C3)CC(C5)C4)Cl,79643,gpcr,386.96,4.45
CC(C)OC(=O)C1CNC(=NC1)N,1193791,gpcr,185.22,-0.24
CN([C@@H](CCSC)CN1CC=CC1)C(=O)Cc2ccc(cc2)OC,73658,gpcr,348.5,3.09
CC[C@H](C)[C@@H](C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)O)NC(=O)[C@H](C(C)CC)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC,13912,gpcr,952.15,-1.75
CC(C)(C)[C@@H](C(=O)N)NC(=O)n1c2ccccc2n(c1=O)CCN3CCCC3,524818,gpcr,387.48,1.31
CCN(CC)C(=O)c1ccc(cc1)C(c2cccc(c2)OC)N3C[C@H](N(C[C@@H]3C)CCc4ccccc4)C,111553,gpcr,513.71,6.87
C[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)O)N,316075,gpcr,465.5,-3.58
Cn1cc(c2c1cccc2)C(=O)OC(CCN(C)C)c3ccc(cc3)Cl,204516,gpcr,370.87,5.77
c1ccc(cc1)C(=O)NCN2CCN(CC2)c3ccccc3C#N,423659,gpcr,320.39,2.17
CN1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@H]1C5)O)N(C)C,119332,gpcr,312.41,2.0
CC(C)NC(=O)c1ccc(c2c1CC(CO2)N(CCCc3c[nH]c4c3cc(cc4)F)C5CCC5)F,484948,gpcr,481.58,6.2
CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N3CCC[C@@H]3C(=O)N[C@@H](Cc4ccccc4)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC,268342,gpcr,972.14,-1.96
C[C@@](CCN1CCC2C(C1)CCN2C(=O)Cc3ccccc3)(CN(C)S(=O)(=O)c4ccccc4)c5ccccc5,426048,gpcr,559.76,6.17
Cn1cc(c2c1cccc2O)CCN(C)C,197664,gpcr,218.29,2.89
CC(C1c2ccccc2Cc3c1cccc3)N,45207,gpcr,223.31,3.59
CC(=O)O[C@H]1C[C@H]([C@@]2(CC(=O)[C@H]3CO[C@@H](CC3([C@H]2C1=O)C)c4ccoc4)C)CNC,212704,gpcr,417.5,2.48
Cc1ccc(cc1C)Oc2ccc(cc2NC(=O)Oc3ccccc3)C(=O)NCCN4CCCC4,384247,gpcr,473.56,4.95
c1ccc(cc1)C(COCc2ccccc2Cl)N3CCNCC3,136048,gpcr,330.85,3.54
COc1ccc(c2c1C3CC(C2O3)N=C(N)N)OC.[N+](=O)(O)[O-],12723,gpcr,326.31,0.25
CN(Cc1ccccc1)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]3CCCN3/C(=N/Cc4ccccc4Cl)/S,324667,gpcr,563.15,6.86
C[C@H](c1nc2ccccc2c(=O)n1c3ccc(cc3)F)N(Cc4ccccn4)C(=O)Cc5ccc(cc5)C(F)(F)F,230559,gpcr,560.54,5.99
Cc1ccc(cc1C)NC(=O)c2c3c(on2)CCCCC3,1362370,gpcr,284.35,2.92
CC(=O)NC1(C[C@H]2CC[C@H](C1)N2C(c3ccccc3Cl)c4ccccc4Cl)c5ccccn5,466874,gpcr,480.43,6.22
CCCSc1nc(cc(n1)OCCc2ccccc2)NC(=O)C,429131,gpcr,331.43,4.3
CNc1c2c(nc(n1)Cl)n(cn2)C3C4CC4(C(C3O)O)C(=O)NC,345076,gpcr,352.78,-0.21
CCCN(C1CCN(CC1)CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c3ccccc3)C(=O)OC,79907,gpcr,501.68,4.66
c1nc(c2c(n1)n(cn2)C3[C@@H]([C@@H]([C@H](O3)CO)O)O)NO,604020,gpcr,283.24,-2.14
Cc1ccc(cc1)C2=C(C(OC2=O)(c3ccc(cc3)OC)O)Cc4ccc(cc4)OC,10951,gpcr,416.47,5.54
CCCC/C=C\C1(CCCC1)c2cc(c3c(c2)OC([C@H]4[C@H]3CC(=O)CC4)(C)C)O,1259243,gpcr,396.56,7.68
c1ccc(cc1)CN2CCN(C(C2)C#N)Cc3ccccc3.Cl,543866,gpcr,327.85,3.93
c1ccc(cc1)C23CCCCN2CCc4c3[nH]c5c4cccc5,382642,gpcr,302.41,5.22
CC(=O)OC(F)(F)F.CC(=O)OC(F)(F)F.CC(C)(C)[C@@H]1CN[C@@H](CN1)C(=O)N[C@H](Cc2ccc(cc2)F)C(=O)N3CCC(CC3)(C4CCCCC4)C(=O)NC(C)(C)C,371999,gpcr,855.92,8.58
Cc1ccc2cccc(c2n1)OCc3c(ccc(c3Cl)N(C)C(=O)CNC(=O)/C=C/c4ccc(nc4)/C=C/c5ccncc5)Cl,130436,gpcr,638.54,6.23
CCOc1cc(ccc1OC)NC2CCN(CC2)Cc3nc4ccccc4s3,1079171,gpcr,397.53,5.28
CCN1CCCC1CN(CC2CC2)C(=O)c3ccc(c(c3)C)c4ccccc4,474620,gpcr,376.53,5.74
CCCCC1c2cc(c(cc2CCN1)Cl)O,574111,gpcr,239.74,3.69
CCCN(c1ccc(cc1C)Cn2c(nc3c2nc(cc3C)C)CC)C(c4ccccc4)C(=O)O,335066,gpcr,470.61,6.43
c1cc(oc1)c2c(cnc(n2)Nc3ccc(=O)n(c3)CC4CC4)c5ccncn5,225982,gpcr,386.41,1.59
COc1cc2c(cc1OC)C(OCC2)CCN3CCN(CC3)c4ccc(cc4)F,83915,gpcr,400.49,3.46
CO/N=C(/CCN1CCN(CC1)c2ccccn2)\c3ccccc3,385826,gpcr,324.42,2.62
CCCCCCc1ccc(cc1)C(=O)C=C,237600,gpcr,216.32,4.78
CNCCC(c1ccccc1)Oc2ccc(cc2)S(F)(F)(F)(F)F,238805,gpcr,367.38,5.85
CN1c2cc(ccc2CC1C3=NCCN3)Cl,1189495,gpcr,235.71,1.46
c1ccc2c(c1)CCN(C(C2)C(=O)Nc3cc(cc(c3)C(=O)O)C(=O)O)C(=O)c4cc5c(cc4C(=O)NCC67CC8CC(C6)CC(C8)C7)nc[nH]5,285305,gpcr,689.76,4.79
CCCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4c5[n-]nnn5)C(C)(C)OC.[Na+],295959,gpcr,530.6,4.94
Cc1ccc(c(c1)Cn2cc(c3c2ccc(c3)OC)CCNc4c5c(ncn4)n(cn5)C6[C@@H]([C@@H]([C@H](O6)C(=O)NC7CC7)O)O)C,609257,gpcr,611.69,4.27
C1CN2CC1C(C2)c3nc(no3)N,314737,gpcr,180.21,0.18
c1ccc(cc1)C(=O)CCN2CCC(CC2)CCCn3c4cccc(c4nc3COc5ccccc5)OCCCN6CCCCC6,347807,gpcr,622.84,9.03
CC[C@H](C)[C@@H](C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)C(Cc3ccccc3)NC(=O)[C@@H](Cc4ccccc4)NC(=O)C,313033,gpcr,882.01,4.14
CC(C)C(=O)Nc1nc(cc(n1)c2ccccc2)c3ccccc3,376778,gpcr,317.38,4.57
C[C@@H]1CC[C@@H]2[C@@H]([C@]1(CC[C@]3([C@@H](O3)CC[C@@]4([C@@H](C2=O)O4)C)C)C)CO,358635,gpcr,336.47,2.93
CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)N)NC(=O)C(Cc1ccc(cc1)F)NC(=O)C(CO)N,342353,gpcr,651.77,-1.09
c1cc(ccc1NCC(CON=C(C2CC2)C3CC3)O)Br,43757,gpcr,353.25,3.21
CCCN1C(=O)[C@H](NC(=O)C12CCN(CC2)CCCCCCc3ccccc3)CC4CCCCC4.Cl,537425,gpcr,518.17,7.57
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3cccs3,129315,gpcr,354.51,5.24
c1ccc2c(c1)CCC23C(=O)C=C(O3)C(=O)O,375753,gpcr,230.22,1.24
c1c(nc(cn1)Cl)N2CCN(CC2)CCCCN3C(=O)C4C5CCC(C4S3(=O)=O)O5.Cl,537242,gpcr,492.42,1.11
CC1(CN(/C(=N/c2ccccc2)/SC1)C(=S)SC)C,245702,gpcr,310.5,4.15
c1ccc(cc1)C(=O)NCCC(=O)N[C@H](Cc2ccc(cc2)Cl)C(=O)N3CCC(CC3)(Cn4cncn4)C5CCCCC5,136366,gpcr,605.17,6.17
COc1cccc2c1nc(s2)NCCc3ccc(cc3)NC4=NCCCS4,1081180,gpcr,398.54,5.34
Cc1c(nnn1Cc2ccccc2)C(=O)NCCCCCN3CCN(CC3)c4cccc(c4Cl)Cl,221897,gpcr,515.48,4.36
Cc1cccc(c1)Cc2cnc(s2)N3C(=O)C(SC3=N)C,1324005,gpcr,317.43,4.83
c1ccc(cc1)C(C2CCNCC2)Oc3cccc(c3)C(F)(F)F,153127,gpcr,335.36,5.11
COCCN1CCC23CCCC[C@H]2[C@H]1Cc4c3ccc(c4)O,90667,gpcr,301.42,3.88
CN([C@H]1CCN(C1)C2CCOCC2)C(=O)N3CC[C@@H](C3)n4cnc5cc(sc5c4=O)c6ccc(cc6)C(F)(F)F,232634,gpcr,575.65,4.18
COc1cc(c2c(c1)OC(CC2=O)c3ccc(cc3)O)O,74852,gpcr,286.28,2.75
Cc1ccccc1NC(=O)[C@](C)(c2ccc(cc2)OC)NC[C@@H](c3ccc(c(c3)NS(=O)(=O)C)O)O,119128,gpcr,513.61,2.75
CCCN1CCC[C@@H](C1)c2cccc(c2)O,7393,gpcr,219.32,3.13
COc1cc(cc(c1)OC)C(=O)N[C@H]2CCN(C2)Cc3ccc4ccccc4c3,385393,gpcr,390.47,4.27
c1cc(ccc1CN2CCC(CC2)Br)OCCCN3CCCCC3,472466,gpcr,395.38,4.58
c1ccc(c(c1)C(=O)Nc2cnc3n(c2=O)ccs3)Cl,1416282,gpcr,305.74,1.66
Cc1cccc(c1)C(CCN2CCC(CC2)c3ccccc3)CN(C)S(=O)(=O)c4ccccc4,88197,gpcr,476.67,5.82
CN(C)Cc1cc(ccc1Nc2c3ccccc3ncn2)OCCCN4CCCCC4,425994,gpcr,419.56,4.55
CC1=NN(C(=O)C1)c2ccccc2,290916,gpcr,174.2,2.03
CC(=O)NC1(CCN(CC1)CC2CC2(c3ccc(c(c3)Cl)Cl)C(=O)N(C)Cc4ccc(cc4OC)OC)c5ccccc5,1682643,gpcr,624.6,7.5
CCCn1c2cc([nH]c2c(=O)n(c1=O)CCC)c3ccc(cc3)OC(C)C(=O)Nc4ccc(cc4)F,380847,gpcr,492.54,3.35
Cc1ccccc1C(C(=O)O)Oc2cc(ccc2C#N)OCc3c(cccc3C)C,173054,gpcr,401.45,5.01
COc1ccc(cc1C[C@@H]2COc3ccc(cc3[C@@H]2O)OCc4ccc5ccc(cc5n4)Cl)NS(=O)(=O)C(F)(F)F,96206,gpcr,609.01,5.7
CCNC(=O)Cn1c2ccccc2n(c1=O)C3CCN(CC3)CC[C@H](c4ccc(c(c4)Cl)Cl)/C(=N/OC)/CN(CC)C(=O)c5cc(cc(c5)Cl)Cl,430609,gpcr,776.58,7.76
c1cc(ccc1c2c[nH]cn2)N/C=N/C#N,127373,gpcr,211.22,1.59
c1cc(cc(c1)S(=O)(=O)NCC2CCCO2)C(F)(F)F,1465632,gpcr,309.3,2.31
CN1CCc2c(sc(c2C(=O)N)N)C1.Cl,595982,gpcr,247.74,1.63
CNc1c2c(ncn1)n(cn2)C3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,610931,gpcr,521.21,-3.81
c1ccc(cc1)CC(=O)NCC2(CCCCC2)N3CCN(CC3)C(=O)[C@@H](Cc4ccc(cc4)Cl)NC(=O)CC(c5ccccc5)N,197327,gpcr,644.25,5.54
CO[C@@]12CCC(=O)CC13CCN(C2Cc4c3c(ccc4)OCCCc5ccccc5)CC6CC6,370759,gpcr,459.62,6.18
CS(=O)(=O)Nc1ccc(cc1)OCC(CNCCNC(=O)c2ccc(cc2)n3ccnc3)O,99814,gpcr,473.55,1.27
CN(CCc1ccccc1)C(=O)c2cc(cc3c2cccc3OCc4ccccc4)C(=O)O,95908,gpcr,439.5,5.88
CC(COc1ccc(cc1)F)NCC(c2ccc(c(c2)C(=O)N)O)O,161394,gpcr,348.37,1.81
CCCCCCCCCOc1ccc(cc1)CNCCCP(=O)(O)O,333335,gpcr,371.45,4.09
C[C@H]1CN=C2N1C[C@H](N2CCC3CC4CCC3C4)CC(C)C,122342,gpcr,303.49,4.06
Cc1cc(nc(n1)Nc2nc(c3ccc(cc3n2)OC)C)C,1444106,gpcr,295.34,2.47
CCC(CC)n1cc2c3c1cccc3C4CC(CN(C4C2)C)C(=O)OC(C)C(C)O,53756,gpcr,412.56,5.3
c1ccc2c(c1)c([nH]n2)C(=O)NCCCCN3CCN(CC3)c4cccc(c4Cl)Cl,152010,gpcr,446.37,5.05
C[C@H](c1nc2ccccc2c(=O)n1c3ccc(cc3)F)N(Cc4cccnc4)C(=O)Cc5ccc(cc5)C(F)(F)F.Cl,553862,gpcr,597.0,7.13
c1ccc(cc1)C[C@H](C(=O)O)NC(=O)c2ccccc2NC(=O)c3cc4ccccc4[nH]3,578650,gpcr,427.45,3.78
CN(C)Cc1ccccc1Oc2ccc(c(c2)Cl)Cl,443922,gpcr,296.19,4.86
CNC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N[C@H]4C[C@H]5CC[C@H]4C5)O)O,442468,gpcr,374.44,0.58
CS(=O)(=O)Nc1ccc(cc1)C(=O)NCCNCC(COc2ccccc2C#N)O,98979,gpcr,432.49,0.28
CN1CCN(CC1)CCc2ccccc2,435234,gpcr,204.31,1.62
Cc1cnc2ccccc2c1NCCCCCCN3CCCCC3,14595,gpcr,325.49,4.64
CN(C[C@@H](CCN1CCC(CC1)c2ccc(cc2)Cl)c3cccc(c3)Cl)S(=O)(=O)c4ccccc4,83963,gpcr,531.54,6.78
CCCCCOc1cc(c(cc1O)OCCCCCC(C)(C)c2n[n-]nn2)CC.[Na+],416259,gpcr,426.53,5.09
CN1CCN(CC1)CC(=O)NC2c3ccccc3OCc4c2cccn4,164495,gpcr,352.43,0.84
c1nc2c(nc(nc2n1C3CC(OC3)CO)N)N,416540,gpcr,250.26,-0.45
CC(C)CC(c1nnnn1Cc2cccs2)N3CCN(CC3)Cc4ccccc4OC.Cl,1363204,gpcr,477.07,5.06
c1ccc(cc1)c2csc3n2c(nn3)SCCC(=O)NCc4ccc5c(c4)OCO5,1533904,gpcr,438.52,5.65
Cc1c2c(c(c(c1C(CCCCCC(=O)O)c3ccc(cc3)F)O)C)CC(=O)C2,423493,gpcr,398.47,5.28
c1cc(nc(c1)c2csc(n2)NC(=N)N)CC(=N)NS(=O)(=O)N,159011,gpcr,354.41,-0.43
CO/N=C(\COCc1cc(cc(c1)C(F)(F)F)C(F)(F)F)/C(CCN2CCN(CC2)CC(=O)N3CCc4ccccc4C3)c5ccc(c(c5)Cl)Cl,312295,gpcr,759.61,8.2
CC1c2cccc(c2N=C(N1)N)OC,408152,gpcr,191.23,1.08
Cc1c(noc1NS(=O)(=O)c2ccccc2c3ccccn3)C,149018,gpcr,329.37,1.97
Cc1c(ccc(c1O)c2c(c(n[nH]2)C)Oc3ccccc3)O,1549881,gpcr,296.32,4.37
c1ccc(cc1)C(c2ccccc2)N3CC[C@H]3[C@H](c4cc(cc(c4)F)F)N,419179,gpcr,364.43,5.05
c1cc(ccc1C2c3cc(ccc3NC(=O)CN2C(=O)c4ccc(o4)Br)Cl)F,1596063,gpcr,463.68,5.53
C1CCC2(C1)CCCc3c2nc(nc3N4CC[C@@H](C4)N)N,1081681,gpcr,287.4,2.24
C[C@@H]1COCCN1C(=O)c2ccc(cc2NS(=O)(=O)c3cccc4c3nccn4)Cl,385285,gpcr,446.91,1.92
CCCCCCCCNC(=O)N1CCc2c1ccc(c2)S(=O)(=O)Nc3ccccc3,57430,gpcr,429.58,4.96
c1ccc2c(c1)C(N(C2=O)C3CC3)C(=O)NC4CCCCCC4,1519830,gpcr,312.41,3.84
Cc1ccc2c(=O)c(cn(c2n1)Cc3ccc(cc3)F)C(=O)NC4CCC(CC4)C,216382,gpcr,407.48,3.42
c1cc(ccc1C2=CCN(CC2)CCC(=O)c3ccc(cc3)Cl)Cl,129521,gpcr,360.28,5.66
c1ccc(cc1)N2CCN(CC2)c3c(cnc(n3)N4CCN(CC4)c5ccccc5)F,1341971,gpcr,418.51,3.18
CC(C)(C)c1nc2c(cc(c(n2)c3ccccc3Cl)c4cccc(c4)Cl)c5n1c(=O)[nH]n5,467328,gpcr,464.35,6.06
c1ccc2c(c1)CC(C2)NC(=O)N3CCN(CC3)C4CCCC4,376705,gpcr,313.44,2.6
COc1ccc(cc1OC)CCNC(=O)C2CC(=O)N(C2)c3ccc(cc3)F,1450106,gpcr,386.42,3.12
CC(C)Oc1ccccc1N2CCN(CC2)Cc3ccc(n3C)CN(C)S(=O)(=O)C(C)C,1199882,gpcr,462.65,3.63
CC(C)N(CC(=O)NC1c2ccccc2OCc3c1cccn3)C(C)C,355895,gpcr,353.46,3.19
CN(C1CCCCC1)C(=O)Cc2c3ccccc3ccc2OCCN4CCCC4,353654,gpcr,394.55,5.52
COC(=O)c1cc2c(n1CC(=O)N3CCCc4c3cccc4)cc(s2)Cl,1466238,gpcr,388.87,5.76
Cc1cc(ccc1CNC(=O)N2CCCC2)C(=O)N3Cc4cnn(c4Nc5c3cccc5)C,602871,gpcr,444.53,4.06
Cc1ccc(c(c1)N2CCN(CC2)Cc3nnnn3C4CCCCC4)C.Cl,1366456,gpcr,390.95,4.12
c1ccc2c(c1)c(c[nH]2)C[C@@H](C(=O)O)NC(=O)CCC(C(=O)N3CCC4(CCCC4)CC3)NC(=O)c5cc(cc(c5)Cl)Cl,281903,gpcr,627.56,5.93
CC1=CC[C@@H]2[C@@H](C1)c3c(cc(cc3OC2(C)C)[C@@H]4C[C@@H]5CC[C@@]4(C5(C)C)C)O,489374,gpcr,380.56,6.56
CCC(CC)OC(=O)C1(Oc2ccc(cc2O1)C[C@@H](C)NC[C@@H](c3cccc(c3)Cl)O)C(=O)OC(CC)CC,57431,gpcr,562.09,7.07
c1cc(cc(c1)c2ccc(cc2)C3(CCN(CC3)C4CCCC4)NCC(=O)Nc5ccc(c(c5)Cl)F)C#N,210715,gpcr,531.06,6.78
CN(C)CCn1cc(c2c1cccc2)Cc3ccccc3,186621,gpcr,278.39,4.99
COc1cccc(c1)NC(=O)Nc2ccccc2CN3CCC(CC3)Cc4ccccc4,123511,gpcr,429.55,5.19
COc1c2ccccc2c(cc1C(=O)NC[C@@H]3CCCN3C4CCCC4)Br,54571,gpcr,431.37,5.29
Cc1ccccc1c2[nH]c(c(n2)C(=O)Nc3cccc(c3)C(=O)O)CCC(C)C,197205,gpcr,391.46,4.78
CC(C)(C)[C@]1(CCN2C[C@@H]3c4ccccc4CCc5c3c(ccc5)[C@@H]2C1)O,1496514,gpcr,361.52,4.91
CC(CNC1=N/C(=N\CC(C)c2ccc(cc2)Cl)/c3c1cccc3)c4ccc(cc4)Cl,97134,gpcr,450.4,6.84
c1ccc(cc1)CN2CCC(CC2)N(c3ccccc3)C(=O)C#Cc4ccccc4.C(=C/C(=O)O)\C(=O)O,112170,gpcr,510.58,5.4
CC(C(=O)Nc1cccnc1)n2cc(cn2)[N+](=O)[O-],1571073,gpcr,261.24,0.47
Cc1cccc(c1)C(=O)NCN2CCC(CC2)c3cccc[n+]3[O-],219182,gpcr,325.4,3.95
CCN1[C@@H]2CCCC[C@H]2N(C1=O)C3CCN(CC3)CC4CCCCCCC4,29953,gpcr,375.59,5.49
Cc1ccccc1N2C(=O)C(=C(C2=O)Cl)N3CCCCCC3,1483348,gpcr,318.8,3.99
c1ccc2c(c1)CCCC2NC(=O)CCCCCN3CCN(CC3)c4c5ccccc5on4,222603,gpcr,446.58,4.89
COc1ccc(cc1)[C@@H]2CC[C@@H](CC2)N3CCN(CC3)c4ccccn4,485929,gpcr,351.49,3.78
c1ccc(c(c1)C(c2ccc3cccnc3c2O)Nc4nccs4)O,1457139,gpcr,349.41,4.46
CCc1nc(c(n1Cc2ccc3c(c2)c(c(o3)c4ccccc4NS(=O)(=O)C(F)(F)F)Br)C(=O)N)C5CC5,305544,gpcr,611.43,7.1
CCCCc1nn(c(=O)n1Cc2ccc(cc2F)c3ccccc3S(=O)(=O)NC(=O)c4ccccc4Cl)c5cc(ccc5Cl)C(=O)NCCCC,339004,gpcr,752.68,8.85
c1ccc(cc1)N2CCN(CC2)Cc3ccc(cc3)n4cccn4,210318,gpcr,318.42,3.41
CCCCCCn1cc(c(=O)c2c1nc(cc2)C)C(=O)NC3CCCCC3,1668521,gpcr,369.5,3.53
CCOc1cc(ccc1OS(=O)(=O)c2ccccc2[N+](=O)[O-])C(=S)N3CCOCC3,1323330,gpcr,452.5,2.74
CCCC1(CCc2c(c3ccccc3n2CC(=O)O)C1)C(=O)Nc4cccc(c4)F,507198,gpcr,408.47,4.85
c1ccc(cc1)c2cc(nc3c2C(=O)N(CCCO3)Cc4cc(cc(c4)C(F)(F)F)C(F)(F)F)N5CCCC5,424783,gpcr,549.51,7.44
c1ccc2c(c1)c3c(n2CCCC(=O)c4ccc(cc4)F)CN(CC3)CCc5ccccn5,416708,gpcr,441.54,5.69
c1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@@]3([C@@H]2C3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,1083763,gpcr,478.18,-6.51
Cc1nc(co1)[C@H](C(=O)N2CCC2)N3[C@@H](C(=O)N[C@@H](C3=O)C4Cc5ccccc5C4)CC(C)C,403149,gpcr,464.56,3.43
