SMILES,ID,target_class,MW,XLogP
CCc1ccccc1NC(=O)N2CCCC2C(=O)NCCc3ccccc3,45918,ppi,365.47,3.74
Oc1ccc(NC(=O)CCCc2ccc(cc2)c3ccccc3F)cc1,399479,ppi,349.4,5.56
Clc1cccc(NC(=O)c2ccccc2OCC(=O)N3CCOCC3)c1Cl,403582,ppi,409.26,3.33
CCc1ccccc1NC(=O)N2CCCC2C(=O)NCCCc3ccccc3,45615,ppi,379.5,4.19
CC(C)(C)c1nc2c3ccc(F)cc3c4C(=O)NC=Cc4c2[nH]1,24580,ppi,309.34,5.27
COc1ccc(CCC(OC(=O)[C@@H]2CCCCN2C(=O)[C@@H](CC=C)c3cc(OC)c(OC)c(OC)c3)c4cccc(OCC(=O)O)c4)cc1OC,14971,ppi,705.79,6.64
CCN(CC)CCCCN1c2ccccc2Oc3ccc(Cl)cc13,822358,ppi,344.88,5.62
Nc1cccc(OCC(=O)N2CCOCC2)c1,403584,ppi,236.27,0.38
Cc1nc2cc3nc(cnc3cc2n1C)c4cccs4,1449198,ppi,280.35,3.76
CCC(C)(C)C(=O)C(=O)N1CCSC[C@H]1C(=O)O[C@H](CCc2ccc(OC)c(OC)c2)c3cccc(OCC(=O)O)c3,1354568,ppi,601.71,4.42
COc1cc2CCN3C(C4CCCC(N4C(=O)C(=O)c5ccc(Cl)cc5)C3=O)c2c(OC)c1,337696,ppi,468.93,4.11
COc1cc2CCN3C(C4CCCC(N4C(=O)C(=O)c5cccs5)C3=O)c2c(OC)c1,338018,ppi,440.51,3.43
COc1cc(cc(OC)c1OC)C(=O)C(=O)N2C3CCCC2C(=O)N4CCc5ccc(F)cc5C34,337614,ppi,482.5,3.55
Clc1ccccc1C(=O)Nc2ccc(OCC(=O)N3CCOCC3)cc2,403538,ppi,374.82,2.71
CCc1ccc(cc1)S(=O)(=O)N2CCCCC2C(=O)NCc3ccccc3,46371,ppi,386.51,3.64
CN1N=C(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c4ncnc1c24,193952,ppi,320.3,-1.82
COC(=O)C(=O)N1CCCCC1C(=O)OCCCC2CCCCC2,247191,ppi,339.43,3.66
Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12,700097,ppi,244.23,2.4
CC[C@@H]1\C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)\C(=C\[C@@H]4CC[C@@H](Oc5ccccc5)[C@@H](C4)OC)\C,4030,ppi,868.1,8.19
COc1cc(cc(OC)c1OC)C(=O)C(=O)N2C3CCCC2C(=O)N4CCc5ccc(C)cc5C34,337581,ppi,478.54,3.73
COc1ccc(CCC(OC(=O)[C@@H]2CCCCN2C(=O)[C@@H](C3CCCCC3)c4ccccc4)c5cccc(OCC(=O)O)c5)cc1OC,15167,ppi,657.79,7.88
NC(=C(C#N)C#N)\C(=C\c1ccc(O)cc1)\C#N,122396,ppi,236.23,0.68
CC[C@@H](C(=O)N1CCCC[C@H]1C(=O)OC(CCc2ccc(OC)c(OC)c2)c3cccc(OCC(=O)O)c3)c4ccccc4,15049,ppi,603.7,6.61
COc1ccc(CCC(OC(=O)[C@@H]2CCCCN2C(=O)[C@@H](CC3CC3)c4cc(OC)c(OC)c(OC)c4)c5cccc(OCC(=O)O)c5)cc1OC,15060,ppi,719.82,6.87
COc1cc(cc(OC)c1OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)OCCCC\N=C(/S)\N=C\3/C=CC(=C4c5ccc(O)cc5Oc6cc(O)ccc46)C(=C3)C(=O)O,254951,ppi,811.85,5.74
CC(C)(C)CC(=O)C(=O)N1CCCC[C@H]1C(=O)OCCC\N=C(/S)\N=C\2/C=CC(=C3c4ccc(O)cc4Oc5cc(O)ccc35)C(=C2)C(=O)O,254952,ppi,701.79,5.4
COc1cc(OC)cc(c1)N2C=C3C4CCCC(N4C(=O)C(=O)c5cc(OC)c(OC)c(OC)c5)C(=O)N3CC2=O,338560,ppi,565.57,3.1
O=C(NCCCc1ccccc1)C2CCCN2S(=O)(=O)c3ccccc3,46034,ppi,372.48,3.04
COc1ccc(CC[C@@H](OC(=O)[C@@H]2CCCCN2S(=O)(=O)c3cc(Cl)c(OC)c(Cl)c3)c4cccc(OCCN5CCOCC5)c4)cc1OC,1354560,ppi,751.71,6.33
COc1ccc(CCC(OC(=O)[C@@H]2CCCCN2C(=O)[C@@H](C(C)C)c3cc(OC)c(OC)c(OC)c3)c4cccc(OCC(=O)O)c4)cc1OC,15011,ppi,707.81,6.76
COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,35352,ppi,467.47,5.89
CCC[C@H](C(=O)N1CCCC[C@H]1C(=O)OC(CCc2ccc(OC)c(OC)c2)c3cccc(OCC(=O)O)c3)c4cc(OC)c(OC)c(OC)c4,15126,ppi,707.81,6.94
CC[C@@H]1\C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)\C(=C\[C@@H]4CC[C@@H](OCCCc5ccccc5)[C@@H](C4)OC)\C,101872,ppi,910.18,8.86
CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)c5ccccc15,2249,ppi,412.48,5.19
CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,80973,ppi,330.18,2.77
O=C(OCc1ccccc1)[C@@H]2CCCN2C(=O)NC34C[C@@H]5C[C@@H](C[C@@H](C5)C3)C4,45417,ppi,382.5,4.33
CC[C@H]1CCCC[C@@]1(O)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H](CCc3ccc(OC)c(OC)c3)c4cccc(OCC(=O)O)c4,1355010,ppi,639.73,5.29
COC(=O)c1cc(cc(c1)S(=O)(=O)N2CCCC[C@H]2C(=O)O[C@H](CCc3ccc(OC)c(OC)c3)c4cccc(OCC(=O)O)c4)C(=O)OC,1354000,ppi,713.75,4.59
COc1ccc(Cl)cc1NC(=O)Nc2cc(C)nc3ccccc23,430212,ppi,341.79,3.42
Clc1ccc(OCC(=O)N2CCOCC2)c(Cl)c1,403531,ppi,290.14,2.37
O=C(NCCc1ccccc1)C2CCCN2S(=O)(=O)c3ccccc3,46005,ppi,358.45,2.59
[O-][N+](=O)c1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,78560,ppi,293.28,3.42
CC[C@@H]1\C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)\C(=C\C4CC[C@@H](OCC(=O)Nc5ccc(Cl)c(Cl)c5)[C@@H](C4)OC)\C,76129,ppi,994.04,8.59
CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,349538,ppi,356.38,1.79
Fc1ccc(CCCOC(=O)[C@@H]2CCCN2C(=O)NC34C[C@@H]5C[C@@H](C[C@@H](C5)C3)C4)cc1,45577,ppi,428.54,4.98
COc1cc2CCN3C(C4CCCC(N4C(=O)C(=O)c5ccc(F)cc5)C3=O)c2c(OC)c1,337823,ppi,452.47,3.59
COc1cc2CCN3C(C4CCCC(N4C(=O)C(=O)c5ccc(Cl)cc5Cl)C3=O)c2c(OC)c1,337879,ppi,503.37,4.72
COc1cc2CCN3C(C4CCCC(N4C(=O)C(O)c5ccc(Cl)cc5)C3=O)c2c(OC)c1,337845,ppi,470.95,3.8
COc1ccc(CC[C@@H](OC(=O)[C@@H]2CCCCN2S(=O)(=O)c3cc4ccccc4s3)c5cccc(OCC(=O)O)c5)cc1OC,1353985,ppi,653.76,6.64
Fc1ccccc1NC(=O)Cn2c(nc3ccccc23)c4cscn4,403651,ppi,352.39,4.9
Brc1ccc2NC(=O)\C(=C\c3cc4CCCCc4[nH]3)\c2c1,1449200,ppi,343.22,4.19
COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,341698,ppi,400.43,4.11
O=C(OCCCCc1ccccc1)C2CCCCN2S(=O)(=O)Cc3ccccc3,247245,ppi,415.55,4.62
Cc1oc(c2ccncc2)c(n1)c3ccccc3,50155,ppi,236.27,3.59
C(c1ccc(cc1)c2nnn[nH]2)n3c(nc4ccccc34)c5cscn5,403647,ppi,359.41,5.72
CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]4CCCC[C@@H]4N)nc12,289822,ppi,385.89,4.4
COc1cc(cc(OC)c1OC)C(=O)C(=O)N2CCCCC2C(=O)OCCCc3c[nH]c4ccccc34,246949,ppi,508.56,5.03
CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)OCCCc2ccc3OCOc3c2,246372,ppi,403.47,3.7
CCCCNC(=O)C1CCCN1S(=O)(=O)c2ccc(C)cc2,46004,ppi,324.44,2.35
COc1ccc2C3C4CCCC(N4S(=O)(=O)Nc5cc(F)c(F)c(F)c5)C(=O)N3CCc2c1,337638,ppi,481.49,3.07
COc1cc2CCN3C(C4CCCC(N4S(=O)(=O)c5cccc(Br)c5)C3=O)c2c(OC)c1,337824,ppi,521.42,3.86
COc1cc2CCN3C(C4CCCC(N4C(=O)N(c5ccccc5OC)c6ccccc6OC)C3=O)c2c(OC)c1,337737,ppi,557.64,5.76
CC[C@H](C(=O)N1CCCC[C@H]1C(=O)OC(CCc2ccc(OC)c(OC)c2)c3cccc(OCC(=O)O)c3)c4ccccc4,15008,ppi,603.7,6.61
CC[C@@H]1\C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@H](O)CC1=O)\C(=C\C4CC[C@@H](OC[C@@H](O)c5cc6ccccc6s5)[C@@H](C4)OC)\C,102258,ppi,968.24,8.95
CC(C)c1cc(OCC(=O)N2CCOCC2)cc(C)c1Cl,403578,ppi,311.8,3.15
C(CN1CCCCC1)Oc2ccc(cc2)c3cnc4c(cnn4c3)c5ccncc5,489620,ppi,399.49,4.1
Nc1ncnc2N=NC(Nc3ccc(F)cc3)c12,568321,ppi,244.23,1.69
Oc1c(Cl)cc(\C=C\2/C(=O)Nc3ccc(Cl)cc23)cc1Cl,1449204,ppi,340.59,4.76
CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)OC,1354570,ppi,269.34,2.2
COc1cc2CCN3C(C4CCCC(N4C(=O)C(=O)c5cc(c(O)c(c5)C(C)(C)C)C(C)(C)C)C3=O)c2c(OC)c1,337977,ppi,562.7,7.24
O=C(NCc1ccccc1)C2CCCN2S(=O)(=O)CCc3ccccc3,46189,ppi,372.48,2.7
Clc1ccc(CCCOC(=O)C2CCCCN2S(=O)(=O)Cc3ccccc3)cc1,45291,ppi,435.96,4.78
N#Cc1ccccc1Cn2c(nc3ccccc23)c4cscn4,403632,ppi,316.38,5.47
COc1ccc(CC[C@@H](OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]3(O)CCCC[C@H]3CO)c4cccc(OCC(=O)O)c4)cc1OC,1354804,ppi,641.71,3.61
COc1ccc2C3C4CCCC(N4S(=O)(=O)Nc5ccc(nc5)N6CCOCC6)C(=O)N3CCc2c1,337599,ppi,513.61,1.3
FC(F)(F)c1cccc(Cn2c(nc3ccccc23)c4cscn4)c1,403643,ppi,359.37,6.74
CCC(C)(C)NC(=O)N1CCCC1C(=O)OCCCc2cccnc2,246883,ppi,347.45,2.89
CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)SCCC(c2ccccc2)c3ccccc3,195340,ppi,451.62,6.45
CCCCNC(=O)C1CCCN1C(=O)NC2CCCCC2,46773,ppi,295.42,2.83
CCCCNS(=O)(=O)c1ccc(OCC(=O)N2CCOCC2)cc1,403589,ppi,356.44,1.33
O=C1C=C(OC(=C1)c2cccc3Sc4ccccc4Sc23)N5CCOCC5,372228,ppi,395.49,4.63
CC[C@@H]1\C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)\C(=C\C4CC[C@@H](OCC(=O)N(C)c5ccccc5)[C@@H](C4)OC)\C,76333,ppi,939.18,7.92
O=C(OCCCc1ccccc1)[C@@H]2CCCN2C(=S)NC34C[C@@H]5C[C@@H](C[C@@H](C5)C3)C4,44966,ppi,426.61,5.37
Cc1ccc(NS(=O)(=O)c2ccc(OCC(=O)N3CCOCC3)cc2)cc1,403580,ppi,390.45,1.91
CC[C@@H]1\C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)\C(=C\[C@@H]4CC[C@@H](OCc5ccccc5)[C@@H](C4)OC)\C,101873,ppi,882.13,8.31
CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)NC(CCc2ccc(OC)c(OC)c2)c3cccc(OCC(=O)O)c3,1354569,ppi,582.68,4.64
COc1ccc2c(c1)c(cn2CCCN(C)C)C3=C(C(=O)NC3=O)c4c[nH]c5ccccc45,431514,ppi,442.51,5.15
CCC(C)(C)C(=O)C(=O)N1CCCCC1C(=O)OCCCc2cc(OC)ccc2OC,246747,ppi,433.54,4.41
COc1ccc(CCCOC(=O)[C@@H]2CCCN2S(=O)(=O)Cc3ccccc3)cc1,45444,ppi,417.52,3.68
CCOc1ccc(OCC(=O)N2CCOCC2)cc1,403579,ppi,265.3,1.5
c1ccc2[nH]c(nc2c1)c3cscn3,26590,ppi,201.25,3.56
Nc1n[nH]c2nnc(cc12)c3c(nn4ccccc34)c5ccccc5,430594,ppi,327.34,3.77
CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)OCCOc2ccc(OC)c(OC)c2,1354790,ppi,435.51,3.63
[O-][N+](=O)c1ccc(NS(=O)(=O)N2CCCCC2)cc1,403658,ppi,285.32,1.5
CCC(CC)NC(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc2ccc(OC)c(OC)c2)c3cccc(OCC(=O)O)c3,177284,ppi,570.67,5.43
CCCC(=O)Oc1ccc2[nH]c(cc2c1)C(=O)c3cc4ccccc4[nH]3,2222,ppi,346.38,5.71
Fc1ccc(NS(=O)(=O)N2CCCCC2)cc1,403664,ppi,258.31,1.73
Ic1cccc(CSc2oc(nn2)c3ccncc3)c1,55415,ppi,395.22,5.21
CCOC(=O)C1CCCCN1C(=O)C(=O)OC,76800,ppi,243.26,1.03
Fc1ccc(cc1)C(=C2CCN(CCN3C(=S)Nc4ccccc4C3=O)CC2)c5ccc(F)cc5,430201,ppi,489.58,6.22
CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc2ccccc2)C(C)(C)C=C,295632,ppi,441.6,6.0
O=C(OCCCc1ccccc1)C2CCCCN2C(=O)C(=O)C3CCCCC3,246561,ppi,385.5,4.89
CSc1ccccc1NC(=O)Cn2c(nc3ccccc23)c4cscn4,403649,ppi,380.49,5.43
CC[C@@H]1\C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)\C(=C\C4CC[C@@H](OCC(=O)Nc5ccc(Cl)cc5)[C@@H](C4)OC)\C,76128,ppi,959.6,7.97
Clc1ccc(NC(=O)Cn2c(nc3ccccc23)c4cscn4)cc1,403630,ppi,368.84,5.41
COC(=O)[C@]1(O)C[C@@H]2O[C@@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,55962,ppi,467.47,5.89
COc1cc2CCN3C(C4CCCC(N4S(=O)(=O)c5cccc(C)c5)C3=O)c2c(OC)c1,337970,ppi,456.55,3.34
COc1ccc2C3C4CCCC(N4S(=O)(=O)N5C[C@@H](C)O[C@@H](C)C5)C(=O)N3CCc2c1,337645,ppi,449.56,1.8
Clc1cccc(Cl)c1Cn2c(nc3ccccc23)c4cscn4,403631,ppi,360.26,6.98
COc1ccc(CC[C@@H](OC(=O)[C@@H]2CCCCN2S(=O)(=O)c3cc(N)c4OCCc4c3)c5cccc(OCC(=O)O)c5)cc1OC,1354261,ppi,654.73,3.86
COc1cc2CCN3C(C4CCCC(N4C(=O)N(c5ccccc5)c6ccccc6)C3=O)c2c(OC)c1,337598,ppi,497.58,5.84
Clc1ccc(NC(=O)c2ccccc2NCc3ccncc3)cc1,165014,ppi,337.8,3.61
CCC(C)(C)C(=O)C(=O)N1CCCCC1C(=O)OC(CCc2ccccc2)CCc3ccccc3,77995,ppi,477.63,6.85
CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc2ccccc2)c3cccc(OCC(=O)O)c3)c4cc(OC)c(OC)c(OC)c4,177817,ppi,633.73,6.57
COc1cc2ncnc(N3CCN(CC3)C(=O)Nc4ccc(Oc5ccccc5)cc4)c2cc1OC,167335,ppi,485.53,4.0
Nc1ncnc2c1c(cn2C3CCCC3)c4ccc(Oc5ccccc5)cc4,69266,ppi,370.45,5.93
Cc1ccc(OCC(=O)N2CCOCC2)cc1C,403552,ppi,249.31,1.69
O=C(NCc1ccccc1)C2CCCCN2S(=O)(=O)Cc3ccccc3,47280,ppi,372.48,3.05
CCc1ccc(cc1)C(=O)C(=O)N2C3CCCC2C(=O)N4CCc5cc(OC)cc(OC)c5C34,337864,ppi,462.54,4.18
CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)OCCCc2ccccn2,246316,ppi,360.45,2.64
COc1cccc2C3C4CCCC(N4C(=O)C(=O)c5cc(OC)c(OC)c(OC)c5)C(=O)N3CCc12,337682,ppi,494.54,3.41
Fc1ccc(Nc2cc3C(=O)NC(=O)c3cc2Nc4ccc(F)cc4)cc1,2782,ppi,365.33,3.8
CCCCNC(=O)C1CCCCN1S(=O)(=O)Cc2ccccc2,46140,ppi,338.46,2.64
COc1cc2CCN3C(C4CCCC(N4S(=O)(=O)c5ccc(cc5)C#N)C3=O)c2c(OC)c1,338019,ppi,467.54,2.78
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)N(Cc3ccc(cc3)C#N)C(=O)C2,198235,ppi,396.48,3.74
Cc1ccc(NS(=O)(=O)N2CCCCC2)c(C)c1,403672,ppi,268.38,2.18
COc1cc2CCN3C(C4CCCC(N4C(=O)C(=O)c5ccccc5Cl)C3=O)c2c(OC)c1,337837,ppi,468.93,4.11
CC(C)n1cnc2\C(=N\c3cccc(Cl)c3)\N=C(NCCO)Nc12,124682,ppi,346.81,2.69
CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)OCCc2cc(OC)c(OC)c(OC)c2,246373,ppi,435.51,3.47
COc1ccc(CCC(OC(=O)[C@@H]2CCCCN2C(=O)[C@@H](C(C)C)c3ccccc3)c4cccc(OCC(=O)O)c4)cc1OC,15118,ppi,617.73,6.87
COc1cc(cc(OC)c1OC)C(=O)C(=O)N2C3CCCC2C(=O)N4CCc5c(Cl)cccc5C34,337735,ppi,498.96,4.07
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)N(Cc3ccccc3)C(=O)C2,198955,ppi,371.47,4.03
CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)O[C@H](CCc2ccc(OC)c(OC)c2)c3cccc(OCC(=O)O)c3,1354566,ppi,569.64,4.76
CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c3ncn(C(C)C)c3n1,31364,ppi,403.91,3.95
COc1ccc(CC[C@@H](OC(=O)[C@@H]2CCCCN2S(=O)(=O)c3cccc(Cl)c3)c4cccc(OCC(=O)O)c4)cc1OC,1353982,ppi,632.12,5.4
COc1ccc2C3C4CCCC(N4S(=O)(=O)Nc5cc(F)c(F)cc5F)C(=O)N3CCc2c1,337676,ppi,481.49,3.07
CC[C@@H]1\C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)\C(=C\C4CC[C@@H](OCC(=O)Nc5cccc(F)c5)[C@@H](C4)OC)\C,76272,ppi,943.15,7.46
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)N(CC(=O)N)C(=O)C2,198310,ppi,338.4,1.18
COc1ccc(CC[C@@H](OC(=O)[C@@H]2CCCCN2S(=O)(=O)c3cc(Br)cc(c3)C(F)(F)F)c4cccc(OCC(=O)O)c4)cc1OC,1353999,ppi,744.57,6.57
COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,2866,ppi,315.75,3.77
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)OC(=O)C,198956,ppi,323.38,2.68
C[C@H]1C[C@H](C)\C(=N\O)\[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,198236,ppi,296.36,1.79
CC(=O)c1ccc(cc1O)N2CCOCC2,741430,ppi,221.25,1.21
O=C(OCCCc1cccnc1)C2CCCN2C(=O)NC3CCCCC3,246882,ppi,359.46,3.05
CO[C@@H]1CC(CC[C@H]1O)\C=C(/C)\[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]4(O)OC([C@H](C[C@@H](C)C\C(=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]2C)\C)OC)[C@H](C[C@H]4C)OC,75935,ppi,804.02,6.02
Clc1ccc(SCC(=O)N2CCOCC2)cc1,403523,ppi,271.76,2.42
CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N4CCN(CC4)c5ccccc5)S(=O)(=O)c6cccc7cnccc67,35013,ppi,721.84,4.62
CC[C@H]1CCCC[C@]1(O)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H](CCc3ccc(OC)c(OC)c3)c4cccc(OCC(=O)O)c4,1354802,ppi,639.73,5.29
COc1ccc(CC[C@@H](OC(=O)[C@@H]2CCCCN2S(=O)(=O)c3cc(Cl)cc(Cl)c3)c4cccc(OCCN5CCOCC5)c4)cc1OC,1354557,ppi,721.69,6.37
Cc1cc(Nc2nc(nc3ccccc23)c4ccccc4)n[nH]1,298591,ppi,301.35,5.15
CC(C)c1ccc(C)cc1OCCNC(=O)c2ccccc2OCC(=O)N3CCOCC3,403590,ppi,440.53,3.39
CC1CN(CC(C)O1)C(=O)CSc2ccccc2,403528,ppi,265.37,2.81
COc1cc2CCN3C(C4CCCC(N4C(=O)C(=O)c5cc6ccccc6[nH]5)C3=O)c2c(OC)c1,337844,ppi,473.52,4.06
ClC1=C(N2C(=O)CCC2=O)C(=O)c3ccccc3C1=O,430060,ppi,289.67,2.37
COc1cc2CCN3C(C4CCCC(N4S(=O)(=O)c5ccccc5)C3=O)c2c(OC)c1,337769,ppi,442.53,3.06
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)N(C)C(=O)C2,199032,ppi,295.37,2.3
CC[C@@H]1\C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@H](O)CC1=O)\C(=C\C4CC[C@@H](OC[C@H](O)c5ccc6ccccc6c5)[C@@H](C4)OC)\C,101839,ppi,962.21,8.87
O=C(Nc1ccccc1)N2CCC[C@H]2C(=O)OCc3ccccc3,46282,ppi,324.37,3.5
CN(c1cccc(Cl)c1)S(=O)(=O)c2ccc3NC(=O)\C(=C/C4=C(C)C(=C(C)C4)C(=O)N5CCN(C)CC5)\c3c2,1449208,ppi,567.1,4.14
CC1CN(CC(C)O1)C(=O)CSc2ccc(C)cc2,403529,ppi,279.4,3.09
CC(C)(C)n1nc(Cc2cccc3ccccc23)c4c(N)ncnc14,568329,ppi,331.41,4.46
COc1cc2CCN3C(C4CCCC(N4C(=O)N(c5ccc(F)cc5F)c6ccc(F)cc6F)C3=O)c2c(OC)c1,337571,ppi,569.55,6.24
COc1ccc(CC[C@@H](OC(=O)[C@@H]2CCCCN2S(=O)(=O)c3cocc3)c4cccc(OCC(=O)O)c4)cc1OC,1353984,ppi,587.64,4.24
Fc1ccc(Cn2c(nc3ccccc23)c4cscn4)c(Cl)c1,403641,ppi,343.81,6.47
Brc1ccc(CCCOC(=O)C2CCCCN2S(=O)(=O)c3ccccc3)cc1,45339,ppi,466.39,4.85
CCCCNC(=O)C1CCCN1C(=O)Nc2ccccc2CC,46752,ppi,317.43,3.22
COc1ccc(CCCOC(=O)[C@@H]2CCCN2\C(=N\C3CCCCC3)\S)cc1OC,45384,ppi,434.59,5.26
O=C(NCCc1ccccc1)C2CCCCN2S(=O)(=O)c3ccccc3,45923,ppi,372.48,3.04
CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc2ccc(OC)c(OC)c2)c3cccc(OCC(=O)O)c3)c4ccc5OCOc5c4,177615,ppi,647.71,6.27
COc1ccc(CC[C@@H](OC(=O)[C@@H]2CCCCN2S(=O)(=O)c3ccc(OC)c(OC)c3)c4cccc(OCC(=O)O)c4)cc1OC,1353995,ppi,657.73,4.7
CCCCC(=O)[C@@H]1CCCCN1C(=O)C(=O)C(C)(C)CC,195847,ppi,295.42,3.82
C[C@@H](NC(=O)N1CCC[C@H]1C(=O)OCCCc2ccc(Cl)cc2)c3ccccc3,44970,ppi,414.93,5.29
CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)OCCCc2cccnc2,247470,ppi,360.45,2.72
COc1ccc(CCOC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]3(O)CCCC[C@H]3C)cc1OC,1354797,ppi,461.55,3.59
O=C(CCCCc1ccccc1)[C@@H]2CCCN2C(=O)C(=O)C3CCCCC3,196623,ppi,369.5,5.2
COc1cccc(C2=CC(=O)c3ccccc3O2)c1N,50222,ppi,267.28,2.85
CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)CCCc2ccccc2,195846,ppi,357.49,4.79
COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC,458489,ppi,376.2,3.58
CC(C)(C)C(=O)C(=O)N1CCCCC1C(=O)OC2C3CC4CC(CC2C4)C3,247115,ppi,375.5,4.06
COc1cc2CCN3C(=O)[C@@H]4CCCC(N4C(=O)C(=O)c5cc(OC)c(OC)c(OC)c5)[C@@]3(C)c2c(OC)c1,1530444,ppi,538.59,3.77
Brc1ccc(CCCOC(=O)[C@@H]2CCCN2C(=S)NC34C[C@@H]5C[C@@H](C[C@@H](C5)C3)C4)cc1,46283,ppi,505.51,6.16
COc1ccc(CC[C@@H](OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@@]3(O)CCCC[C@H]3C)c4cccc(OCC(=O)O)c4)cc1OC,1355009,ppi,625.71,4.84
C[C@H](OP(=O)(O)O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C)C(=O)N2CCCC[C@@H]2C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CCC(=O)N)C(=O)N,343347,ppi,823.83,1.15
